Feature,Importance
elevation,232.15346745004436
slope,197.47342895158414
aspect,195.79827263649113
SR_B3,188.22585078421534
NDWI,186.1297570269207
SR_B5,182.05386379927333
NDVI,181.471467952339
SR_B6,181.41060240713597
SR_B1,179.99198258589854
NDBI,179.55898499710412
SR_B2,179.21945072619414
SR_B7,178.50401196993172
SR_B4,171.27148769034588
