Feature,Importance
elevation,250.28229604274478
slope,207.79768190898324
SR_B3,201.97696690442035
SR_B1,193.6386215020493
NDVI,187.45372376934912
SR_B4,186.0659339878216
SR_B2,185.60342980044769
SR_B7,184.6590368327941
aspect,180.0431315107265
SR_B6,179.92967572712158
SR_B5,177.89152307521076
NDBI,169.8577686562333
NDWI,167.19794913925261
