Feature,Importance
elevation,312.2595384431956
SR_B1,300.49108107010034
NDBI,296.13213030089815
SR_B5,289.939729922387
slope,289.7281464580245
SR_B7,285.1240404392403
aspect,282.7291709943162
NDWI,278.7844375977831
NDVI,278.5933828965673
SR_B6,275.75090695932954
SR_B3,270.02897349743773
SR_B2,260.62059276774914
SR_B4,257.2437687886615
