Feature,Importance
elevation,298.19499311431804
slope,279.43353897183556
aspect,268.20049255770226
NDVI,267.50536927564076
SR_B7,260.74724611076704
SR_B2,260.5171894406762
SR_B6,258.45608795590977
NDWI,255.07624544519948
NDBI,254.05564313855638
SR_B5,250.918814314387
SR_B3,247.6151772401827
SR_B1,246.12091215849674
SR_B4,243.78076880294657
