Feature,Importance
elevation,174.5058412878848
DtRiver,128.88084310779897
slope,127.38842271427377
SR_B3,109.25693299993065
WRI,105.52901554260406
NDVI,104.94012794677994
SR_B2,104.42074494247093
SR_B1,101.46252133571787
aspect,101.34900259046259
SR_B4,98.8804953071331
NDFI,98.83065203128784
NDWI,97.99765039662049
SR_B7,97.2592946914368
NDBI,96.01613264322869
SR_B6,94.26903881774493
SR_B5,92.68041338497089
