Number of Trees,F1 Score
10,0.6995305164319249
30,0.7366071428571429
50,0.7400881057268722
60,0.7384615384615384
70,0.7412280701754387
80,0.7412280701754387
90,0.7379912663755459
100,0.7412280701754387
110,0.7472527472527472
120,0.7456140350877194
130,0.7478260869565218
140,0.7510917030567688
150,0.7543859649122806
200,0.7439824945295405
300,0.7407407407407407
